start
time Gaze_x    Gaze_y    Contents
12   0.857041964483301 0.50762739211234    8
13   0.858581443125104 0.490971198256261    8
14   0.85975551517538 0.507534428096733    8
15   0.864893161798022 0.502434148604493    8
16   0.851569129318023 0.509259658882684    8
17   0.856344293695884 0.508308017550689    8
18   0.854943468037845 0.508836333243607    8
19   0.860263488442797 0.499121548117273    8
20   0.85942215007924 0.511693583723172    8
21   0.856122774467394 0.502513211858286    8
22   0.866670617314185 0.52324153310235    8
23   0.865082106671593 0.502090251459322    8
24   0.85202540534533 0.49670030301354    8
25   0.856205533074331 0.520497233113133    8
26   0.855255099449323 0.528339832378379    8
0   0.851293939670768 0.324491638680001    4
1   0.826404963770415 0.221705021654657    4
2   0.814187507196266 0.22039238088189    4
3   0.8098297377677 0.212268894783847    4
4   0.810537285185774 0.214853768402008    4
5   0.806884102209324 0.219307545161655    4
6   0.815205760182494 0.224504714588079    4
7   0.814220743603641 0.216735526083994    4
8   0.815151539033309 0.221057805209966    4
9   0.816927314767668 0.212475074643294    4
end
